Order ID,Order Date,Ship Date,Segment,Country,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
IN-2023-1229,2023-11-13,2023-03-21,Home Office,India,Hyderabad,Technology,Phones,1192.33,6,0.3,307.78
IN-2023-1230,2023-04-17,2023-05-10,Home Office,India,Pune,Technology,Accessories,489.81,5,0.3,33.99
IN-2023-1231,2023-08-25,2023-04-06,Corporate,India,Bengaluru,Furniture,Furnishings,207.17,7,0.05,88.57
IN-2023-1232,2023-04-21,2023-08-12,Corporate,India,Delhi,Furniture,Tables,306.13,9,0.2,69.05
IN-2023-1233,2023-10-16,2023-06-10,Corporate,India,Delhi,Office Supplies,Paper,587.65,7,0.2,193.75
IN-2023-1234,2023-10-11,2023-09-21,Corporate,India,Delhi,Furniture,Chairs,354.94,4,0.1,-88.69
IN-2023-1235,2023-07-21,2023-10-26,Home Office,India,Kolkata,Office Supplies,Binders,218.53,2,0.1,102.87
IN-2023-1236,2023-05-24,2023-01-19,Consumer,India,Bengaluru,Office Supplies,Binders,1960.12,5,0.1,549.08
IN-2023-1237,2023-04-10,2023-09-07,Consumer,India,Delhi,Technology,Phones,731.54,9,0.0,-130.95
IN-2023-1238,2023-09-07,2023-06-17,Consumer,India,Hyderabad,Office Supplies,Pens,1962.01,2,0.2,545.93
IN-2023-1239,2023-02-22,2023-09-02,Corporate,India,Pune,Furniture,Tables,943.69,1,0.05,-157.96
IN-2023-1240,2023-03-19,2023-01-07,Home Office,India,Chennai,Office Supplies,Paper,1511.1,8,0.2,-23.0
IN-2023-1241,2023-04-14,2023-11-09,Corporate,India,Kolkata,Furniture,Furnishings,1528.93,4,0.3,348.14
IN-2023-1242,2023-01-10,2023-04-03,Corporate,India,Hyderabad,Office Supplies,Storage,102.98,9,0.1,44.01
IN-2023-1243,2023-08-12,2023-10-08,Home Office,India,Hyderabad,Office Supplies,Pens,824.89,3,0.3,389.0
IN-2023-1244,2023-04-06,2023-12-02,Consumer,India,Chennai,Furniture,Furnishings,659.08,9,0.05,-114.44
IN-2023-1245,2023-01-01,2023-07-08,Home Office,India,Chennai,Technology,Copiers,1816.98,2,0.1,884.54
IN-2023-1246,2023-12-11,2023-07-16,Home Office,India,Chennai,Furniture,Furnishings,908.63,6,0.1,368.84
IN-2023-1247,2023-10-27,2023-07-27,Consumer,India,Kolkata,Furniture,Bookcases,288.75,2,0.2,143.7
IN-2023-1248,2023-05-03,2023-12-09,Home Office,India,Hyderabad,Furniture,Chairs,107.26,4,0.05,-14.18
IN-2023-1249,2023-12-12,2023-09-21,Corporate,India,Mumbai,Office Supplies,Paper,1531.19,9,0.1,644.69
IN-2023-1250,2023-01-21,2023-03-20,Home Office,India,Delhi,Office Supplies,Paper,703.66,5,0.2,253.87
IN-2023-1251,2023-11-15,2023-11-03,Home Office,India,Kolkata,Office Supplies,Binders,422.96,9,0.0,157.83
IN-2023-1252,2023-06-09,2023-04-01,Consumer,India,Bengaluru,Furniture,Furnishings,683.95,8,0.2,167.8
IN-2023-1253,2023-05-21,2023-04-14,Home Office,India,Mumbai,Technology,Machines,1403.59,9,0.3,-383.81
IN-2023-1254,2023-11-27,2023-07-27,Consumer,India,Mumbai,Furniture,Bookcases,165.23,2,0.1,70.35
IN-2023-1255,2023-11-20,2023-01-25,Corporate,India,Pune,Technology,Accessories,492.12,5,0.1,14.87
IN-2023-1256,2023-03-10,2023-03-09,Corporate,India,Kolkata,Office Supplies,Paper,298.54,9,0.1,142.77
IN-2023-1257,2023-04-14,2023-08-06,Corporate,India,Kolkata,Furniture,Bookcases,1140.41,7,0.0,-85.28
IN-2023-1258,2023-11-21,2023-03-09,Consumer,India,Pune,Furniture,Chairs,139.94,1,0.2,-8.25
IN-2023-1259,2023-09-14,2023-06-09,Corporate,India,Hyderabad,Technology,Accessories,143.88,4,0.2,54.93
IN-2023-1260,2023-02-21,2023-05-05,Home Office,India,Chennai,Technology,Machines,1684.4,3,0.1,836.05
IN-2023-1261,2023-02-24,2023-01-08,Consumer,India,Chennai,Furniture,Bookcases,233.02,9,0.2,92.01
IN-2023-1262,2023-06-08,2023-05-19,Home Office,India,Delhi,Furniture,Bookcases,1825.82,9,0.1,755.92
IN-2023-1263,2023-06-12,2023-03-22,Consumer,India,Chennai,Office Supplies,Storage,1297.23,7,0.2,-281.01
IN-2023-1264,2023-12-06,2023-10-27,Corporate,India,Mumbai,Office Supplies,Storage,1500.01,1,0.0,-446.5
IN-2023-1265,2023-03-16,2023-04-24,Corporate,India,Hyderabad,Technology,Copiers,928.41,1,0.1,-132.88
IN-2023-1266,2023-01-26,2023-07-21,Consumer,India,Pune,Furniture,Chairs,1715.57,1,0.1,643.58
IN-2023-1267,2023-01-09,2023-01-24,Corporate,India,Bengaluru,Furniture,Chairs,622.3,9,0.0,219.89
IN-2023-1268,2023-03-11,2023-01-08,Home Office,India,Kolkata,Furniture,Bookcases,1170.82,7,0.3,281.39
IN-2023-1269,2023-12-26,2023-05-08,Consumer,India,Chennai,Technology,Copiers,553.44,1,0.3,152.05
IN-2023-1270,2023-02-18,2023-02-04,Corporate,India,Kolkata,Furniture,Bookcases,1449.27,7,0.0,265.27
IN-2023-1271,2023-01-01,2023-12-26,Home Office,India,Delhi,Office Supplies,Binders,769.65,3,0.2,107.49
IN-2023-1272,2023-11-13,2023-10-14,Consumer,India,Kolkata,Technology,Machines,854.72,9,0.05,-8.94
IN-2023-1273,2023-05-02,2023-06-03,Corporate,India,Hyderabad,Office Supplies,Pens,1244.52,3,0.2,261.72
IN-2023-1274,2023-10-05,2023-05-17,Corporate,India,Hyderabad,Office Supplies,Storage,1405.02,3,0.1,124.77
IN-2023-1275,2023-11-18,2023-04-03,Consumer,India,Kolkata,Technology,Machines,1642.61,6,0.2,16.28
IN-2023-1276,2023-12-15,2023-09-23,Consumer,India,Chennai,Furniture,Bookcases,1730.4,2,0.1,103.99
IN-2023-1277,2023-07-02,2023-08-05,Corporate,India,Mumbai,Technology,Copiers,1222.09,4,0.2,306.41
IN-2023-1278,2023-12-18,2023-12-03,Consumer,India,Hyderabad,Technology,Copiers,724.46,4,0.1,-202.59
IN-2023-1279,2023-05-08,2023-02-16,Home Office,India,Mumbai,Technology,Machines,848.78,1,0.0,205.15
IN-2023-1280,2023-08-27,2023-03-11,Home Office,India,Delhi,Office Supplies,Binders,376.35,2,0.3,-44.11
IN-2023-1281,2023-05-10,2023-05-26,Corporate,India,Mumbai,Furniture,Furnishings,457.28,3,0.05,-22.61
IN-2023-1282,2023-09-17,2023-11-15,Corporate,India,Delhi,Furniture,Chairs,662.24,7,0.2,328.4
IN-2023-1283,2023-09-17,2023-02-13,Consumer,India,Chennai,Office Supplies,Storage,1942.95,6,0.2,940.56
IN-2023-1284,2023-01-21,2023-12-21,Home Office,India,Kolkata,Office Supplies,Binders,908.86,2,0.3,-131.15
IN-2023-1285,2023-02-11,2023-04-19,Home Office,India,Hyderabad,Technology,Machines,1181.91,8,0.3,65.28
IN-2023-1286,2023-03-05,2023-07-21,Home Office,India,Delhi,Furniture,Chairs,635.95,6,0.0,212.42
IN-2023-1287,2023-12-22,2023-05-22,Consumer,India,Delhi,Furniture,Chairs,1818.54,5,0.05,505.04
IN-2023-1288,2023-01-19,2023-03-26,Consumer,India,Hyderabad,Technology,Machines,1377.47,9,0.05,627.07
IN-2023-1289,2023-09-19,2023-02-17,Home Office,India,Bengaluru,Office Supplies,Pens,1008.27,1,0.1,109.92
IN-2023-1290,2023-03-16,2023-09-08,Corporate,India,Mumbai,Technology,Phones,844.79,3,0.2,291.68
IN-2023-1291,2023-03-27,2023-05-13,Consumer,India,Hyderabad,Furniture,Chairs,631.95,8,0.1,-31.9
IN-2023-1292,2023-03-22,2023-10-10,Consumer,India,Kolkata,Technology,Accessories,1481.36,2,0.3,-408.2
IN-2023-1293,2023-03-19,2023-02-08,Corporate,India,Hyderabad,Office Supplies,Binders,593.58,8,0.0,198.68
IN-2023-1294,2023-01-15,2023-05-13,Home Office,India,Pune,Office Supplies,Binders,77.91,1,0.2,28.62
IN-2023-1295,2023-07-09,2023-02-14,Consumer,India,Kolkata,Furniture,Furnishings,1774.63,3,0.05,-384.17
IN-2023-1296,2023-02-13,2023-03-27,Corporate,India,Kolkata,Office Supplies,Storage,178.72,3,0.1,36.76
IN-2023-1297,2023-10-13,2023-08-15,Corporate,India,Hyderabad,Office Supplies,Storage,1026.22,6,0.2,-188.66
IN-2023-1298,2023-07-21,2023-07-01,Corporate,India,Kolkata,Technology,Copiers,832.55,7,0.1,-235.09
IN-2023-1299,2023-09-22,2023-01-23,Corporate,India,Chennai,Furniture,Chairs,115.65,3,0.3,3.8
IN-2023-1300,2023-02-14,2023-02-14,Corporate,India,Bengaluru,Technology,Copiers,1192.44,8,0.2,250.02
IN-2023-1301,2023-08-18,2023-12-23,Home Office,India,Pune,Furniture,Furnishings,1148.41,4,0.3,497.76
IN-2023-1302,2023-09-17,2023-10-26,Corporate,India,Bengaluru,Technology,Accessories,1656.37,9,0.2,36.37
IN-2023-1303,2023-06-05,2023-12-25,Corporate,India,Pune,Office Supplies,Storage,1796.67,8,0.05,132.19
IN-2023-1304,2023-12-04,2023-04-18,Home Office,India,Hyderabad,Furniture,Furnishings,752.46,3,0.0,281.55
IN-2023-1305,2023-01-26,2023-07-26,Consumer,India,Mumbai,Technology,Machines,1824.39,8,0.2,438.06
IN-2023-1306,2023-05-01,2023-08-12,Home Office,India,Hyderabad,Furniture,Chairs,1422.52,7,0.3,384.7
IN-2023-1307,2023-12-05,2023-10-17,Home Office,India,Hyderabad,Technology,Phones,631.2,5,0.2,205.43
IN-2023-1308,2023-03-12,2023-09-07,Home Office,India,Delhi,Furniture,Tables,1738.35,3,0.05,360.78
IN-2023-1309,2023-11-22,2023-08-22,Corporate,India,Chennai,Furniture,Chairs,1653.25,2,0.0,373.44
IN-2023-1310,2023-07-04,2023-02-03,Consumer,India,Kolkata,Furniture,Furnishings,1235.12,2,0.0,-235.56
IN-2023-1311,2023-12-11,2023-03-13,Consumer,India,Delhi,Office Supplies,Storage,1440.75,6,0.0,593.84
IN-2023-1312,2023-05-06,2023-08-02,Corporate,India,Pune,Furniture,Chairs,1055.93,5,0.05,-304.37
IN-2023-1313,2023-04-24,2023-11-25,Corporate,India,Bengaluru,Office Supplies,Binders,111.27,3,0.0,47.27
IN-2023-1314,2023-01-08,2023-12-26,Corporate,India,Pune,Office Supplies,Storage,1536.5,7,0.2,-132.44
IN-2023-1315,2023-07-21,2023-09-01,Consumer,India,Bengaluru,Technology,Accessories,1551.81,9,0.05,-239.92
IN-2023-1316,2023-04-15,2023-03-09,Home Office,India,Delhi,Technology,Accessories,1301.63,5,0.2,180.54
IN-2023-1317,2023-04-08,2023-03-09,Consumer,India,Kolkata,Technology,Copiers,1571.73,8,0.3,28.93
IN-2023-1318,2023-10-08,2023-09-23,Corporate,India,Delhi,Furniture,Tables,973.13,7,0.2,-246.91
IN-2023-1319,2023-10-12,2023-07-10,Corporate,India,Mumbai,Furniture,Furnishings,1927.4,6,0.0,-262.16
IN-2023-1320,2023-08-08,2023-04-15,Consumer,India,Bengaluru,Furniture,Tables,664.54,3,0.1,322.52
IN-2023-1321,2023-09-14,2023-02-26,Home Office,India,Mumbai,Technology,Copiers,1629.23,4,0.2,213.51
IN-2023-1322,2023-11-02,2023-10-21,Consumer,India,Delhi,Furniture,Tables,1280.3,8,0.0,597.06
IN-2023-1323,2023-03-06,2023-08-12,Corporate,India,Pune,Office Supplies,Binders,1860.89,2,0.05,-289.84
IN-2023-1324,2023-12-06,2023-09-16,Consumer,India,Hyderabad,Furniture,Bookcases,1963.33,2,0.1,26.48
IN-2023-1325,2023-07-23,2023-06-22,Home Office,India,Bengaluru,Technology,Copiers,1068.95,5,0.0,465.54
IN-2023-1326,2023-05-16,2023-02-02,Corporate,India,Delhi,Office Supplies,Paper,1667.31,2,0.0,780.48
IN-2023-1327,2023-01-27,2023-04-24,Consumer,India,Bengaluru,Technology,Copiers,979.96,4,0.0,65.25
IN-2023-1328,2023-12-10,2023-11-21,Consumer,India,Pune,Office Supplies,Paper,1225.98,5,0.05,401.55
IN-2023-1329,2023-03-12,2023-10-04,Corporate,India,Kolkata,Office Supplies,Storage,1471.28,6,0.3,-152.06
IN-2023-1330,2023-01-03,2023-04-20,Home Office,India,Mumbai,Furniture,Tables,1911.95,1,0.0,590.42
IN-2023-1331,2023-04-21,2023-11-18,Home Office,India,Mumbai,Furniture,Tables,1904.31,1,0.05,940.64
IN-2023-1332,2023-11-11,2023-09-09,Consumer,India,Bengaluru,Furniture,Tables,1760.84,4,0.2,-489.49
IN-2023-1333,2023-04-05,2023-11-24,Consumer,India,Hyderabad,Furniture,Tables,338.95,8,0.3,-40.7
IN-2023-1334,2023-07-07,2023-10-08,Home Office,India,Delhi,Technology,Phones,1529.61,3,0.3,-26.86
IN-2023-1335,2023-08-09,2023-03-16,Corporate,India,Delhi,Furniture,Chairs,1655.16,4,0.05,-225.53
IN-2023-1336,2023-08-27,2023-08-04,Corporate,India,Hyderabad,Technology,Accessories,760.49,3,0.3,51.71
IN-2023-1337,2023-08-20,2023-07-13,Corporate,India,Delhi,Office Supplies,Binders,345.61,9,0.0,45.37
IN-2023-1338,2023-06-06,2023-05-25,Corporate,India,Chennai,Furniture,Bookcases,1542.82,9,0.3,51.3
IN-2023-1339,2023-06-15,2023-04-12,Home Office,India,Kolkata,Office Supplies,Storage,643.19,4,0.1,261.26
IN-2023-1340,2023-02-05,2023-09-16,Home Office,India,Delhi,Office Supplies,Pens,1496.7,5,0.3,57.03
IN-2023-1341,2023-08-22,2023-05-22,Corporate,India,Hyderabad,Technology,Machines,773.33,6,0.2,377.3
IN-2023-1342,2023-10-22,2023-09-17,Consumer,India,Mumbai,Furniture,Furnishings,858.22,2,0.0,-72.88
IN-2023-1343,2023-03-04,2023-01-09,Home Office,India,Chennai,Technology,Phones,1142.18,1,0.0,304.72
IN-2023-1344,2023-10-07,2023-09-17,Corporate,India,Kolkata,Technology,Copiers,1442.94,6,0.0,-292.02
IN-2023-1345,2023-03-17,2023-01-12,Consumer,India,Chennai,Office Supplies,Pens,327.23,6,0.2,157.99
IN-2023-1346,2023-03-11,2023-04-03,Home Office,India,Hyderabad,Technology,Phones,658.37,4,0.2,4.93
IN-2023-1347,2023-03-06,2023-09-01,Consumer,India,Pune,Office Supplies,Paper,1694.39,7,0.2,249.39
IN-2023-1348,2023-03-19,2023-12-16,Home Office,India,Chennai,Furniture,Furnishings,1034.35,6,0.3,485.33
IN-2023-1349,2023-08-22,2023-03-25,Corporate,India,Hyderabad,Technology,Machines,356.68,4,0.2,-24.24
IN-2023-1350,2023-03-19,2023-02-20,Home Office,India,Pune,Furniture,Furnishings,1268.5,3,0.05,464.61
IN-2023-1351,2023-12-14,2023-05-22,Corporate,India,Chennai,Furniture,Chairs,648.21,1,0.0,28.8
IN-2023-1352,2023-07-04,2023-01-13,Corporate,India,Bengaluru,Technology,Phones,893.9,3,0.3,-216.6
IN-2023-1353,2023-08-18,2023-10-09,Home Office,India,Kolkata,Office Supplies,Pens,438.03,3,0.3,-95.89
IN-2023-1354,2023-05-09,2023-05-18,Corporate,India,Pune,Furniture,Furnishings,1061.47,1,0.05,505.83
IN-2023-1355,2023-02-25,2023-03-16,Consumer,India,Hyderabad,Office Supplies,Storage,725.72,7,0.1,133.81
IN-2023-1356,2023-06-20,2023-11-09,Corporate,India,Pune,Office Supplies,Storage,1938.65,7,0.1,-464.37
IN-2023-1357,2023-03-06,2023-11-10,Home Office,India,Delhi,Office Supplies,Storage,229.59,2,0.3,-66.1
IN-2023-1358,2023-03-26,2023-09-10,Corporate,India,Hyderabad,Furniture,Chairs,1075.22,2,0.3,-172.83
IN-2023-1359,2023-04-02,2023-09-13,Home Office,India,Pune,Furniture,Bookcases,1881.16,5,0.1,597.91
IN-2023-1360,2023-10-04,2023-09-13,Consumer,India,Delhi,Furniture,Chairs,1875.72,9,0.2,847.3
IN-2023-1361,2023-03-20,2023-11-21,Corporate,India,Pune,Office Supplies,Paper,248.69,2,0.1,11.66
IN-2023-1362,2023-08-17,2023-11-25,Home Office,India,Kolkata,Technology,Phones,1643.64,9,0.1,-481.19
IN-2023-1363,2023-04-15,2023-01-25,Corporate,India,Delhi,Furniture,Tables,447.85,7,0.0,158.85
IN-2023-1364,2023-01-11,2023-02-16,Home Office,India,Bengaluru,Office Supplies,Binders,171.93,2,0.1,-21.96
IN-2023-1365,2023-08-14,2023-03-10,Corporate,India,Pune,Technology,Accessories,797.4,4,0.1,-58.49
IN-2023-1366,2023-06-11,2023-09-07,Home Office,India,Mumbai,Office Supplies,Binders,1066.83,3,0.05,44.8
IN-2023-1367,2023-10-11,2023-11-06,Consumer,India,Pune,Furniture,Furnishings,1726.66,2,0.1,109.6
IN-2023-1368,2023-11-26,2023-09-13,Corporate,India,Delhi,Office Supplies,Storage,331.56,2,0.05,33.18
IN-2023-1369,2023-01-23,2023-03-14,Home Office,India,Chennai,Office Supplies,Storage,965.57,8,0.2,-127.43
IN-2023-1370,2023-10-21,2023-02-07,Consumer,India,Hyderabad,Office Supplies,Paper,1851.85,5,0.3,-451.12
IN-2023-1371,2023-12-27,2023-08-10,Home Office,India,Delhi,Technology,Phones,920.09,4,0.3,-270.16
IN-2023-1372,2023-07-05,2023-04-14,Consumer,India,Chennai,Technology,Phones,739.89,4,0.0,268.21
IN-2023-1373,2023-09-06,2023-03-13,Corporate,India,Bengaluru,Office Supplies,Binders,1885.19,1,0.0,-410.87
IN-2023-1374,2023-03-25,2023-06-09,Corporate,India,Hyderabad,Technology,Machines,1724.69,7,0.0,-41.69
IN-2023-1375,2023-08-21,2023-02-05,Consumer,India,Kolkata,Furniture,Bookcases,399.54,4,0.3,-67.03
IN-2023-1376,2023-10-19,2023-10-10,Corporate,India,Pune,Office Supplies,Storage,364.66,1,0.0,11.44
IN-2023-1377,2023-12-24,2023-08-11,Home Office,India,Delhi,Technology,Copiers,280.91,7,0.1,-8.84
IN-2023-1378,2023-10-01,2023-02-02,Home Office,India,Hyderabad,Furniture,Chairs,886.44,3,0.1,227.94
IN-2023-1379,2023-07-24,2023-10-17,Corporate,India,Hyderabad,Technology,Phones,1281.27,1,0.3,-264.25
IN-2023-1380,2023-05-01,2023-01-17,Consumer,India,Bengaluru,Technology,Phones,1796.57,7,0.05,190.87
IN-2023-1381,2023-12-16,2023-09-22,Home Office,India,Chennai,Technology,Phones,845.83,5,0.1,212.22
IN-2023-1382,2023-06-09,2023-07-14,Consumer,India,Chennai,Furniture,Furnishings,1651.71,9,0.1,-327.19
IN-2023-1383,2023-09-08,2023-02-19,Home Office,India,Bengaluru,Furniture,Bookcases,838.91,3,0.1,-200.87
IN-2023-1384,2023-04-25,2023-01-13,Corporate,India,Pune,Office Supplies,Storage,809.34,9,0.2,306.21
IN-2023-1385,2023-03-19,2023-03-22,Consumer,India,Chennai,Office Supplies,Paper,1978.97,4,0.3,291.4
IN-2023-1386,2023-11-27,2023-11-02,Home Office,India,Kolkata,Office Supplies,Storage,770.67,4,0.1,173.7
IN-2023-1387,2023-09-04,2023-08-09,Consumer,India,Hyderabad,Office Supplies,Storage,60.36,2,0.3,-13.1
IN-2023-1388,2023-03-12,2023-11-07,Consumer,India,Chennai,Office Supplies,Paper,732.9,4,0.0,-211.29
IN-2023-1389,2023-10-04,2023-10-05,Corporate,India,Chennai,Furniture,Bookcases,359.42,7,0.1,16.72
IN-2023-1390,2023-11-02,2023-12-10,Corporate,India,Bengaluru,Furniture,Tables,648.46,6,0.1,-98.37
IN-2023-1391,2023-01-06,2023-09-15,Consumer,India,Bengaluru,Technology,Machines,1407.5,3,0.05,85.32
IN-2023-1392,2023-11-04,2023-07-22,Home Office,India,Pune,Technology,Accessories,488.83,5,0.05,-37.75
IN-2023-1393,2023-04-12,2023-01-08,Consumer,India,Kolkata,Office Supplies,Pens,1652.21,7,0.2,526.94
IN-2023-1394,2023-12-24,2023-02-16,Home Office,India,Pune,Furniture,Chairs,115.67,5,0.1,41.58
IN-2023-1395,2023-02-08,2023-11-01,Corporate,India,Mumbai,Office Supplies,Binders,1052.69,7,0.3,379.32
IN-2023-1396,2023-01-03,2023-04-11,Corporate,India,Mumbai,Office Supplies,Binders,1997.84,3,0.3,145.16
IN-2023-1397,2023-08-18,2023-01-04,Home Office,India,Pune,Technology,Phones,1154.05,5,0.1,-331.68
IN-2023-1398,2023-03-25,2023-04-19,Home Office,India,Bengaluru,Technology,Machines,1148.62,5,0.3,25.12
IN-2023-1399,2023-11-14,2023-02-23,Corporate,India,Chennai,Technology,Accessories,809.0,4,0.1,319.34
IN-2023-1400,2023-10-20,2023-06-25,Home Office,India,Chennai,Furniture,Bookcases,1991.48,2,0.2,774.36
IN-2023-1401,2023-11-21,2023-12-05,Home Office,India,Chennai,Office Supplies,Pens,1365.83,7,0.05,-289.49
IN-2023-1402,2023-01-07,2023-04-01,Home Office,India,Kolkata,Technology,Phones,1949.78,6,0.05,280.28
IN-2023-1403,2023-02-20,2023-02-16,Corporate,India,Pune,Technology,Copiers,1180.47,1,0.3,541.83
IN-2023-1404,2023-03-24,2023-10-13,Home Office,India,Mumbai,Furniture,Bookcases,934.48,8,0.2,438.02
IN-2023-1405,2023-12-08,2023-11-22,Consumer,India,Hyderabad,Furniture,Tables,590.17,4,0.05,172.6
IN-2023-1406,2023-11-07,2023-11-15,Corporate,India,Pune,Furniture,Furnishings,1835.56,4,0.2,-189.01
IN-2023-1407,2023-01-15,2023-07-25,Home Office,India,Kolkata,Technology,Phones,294.18,3,0.2,-37.37
IN-2023-1408,2023-01-17,2023-10-19,Consumer,India,Pune,Technology,Machines,299.48,7,0.3,143.83
IN-2023-1409,2023-06-24,2023-10-20,Corporate,India,Bengaluru,Office Supplies,Pens,861.63,2,0.1,64.87
IN-2023-1410,2023-08-11,2023-08-24,Home Office,India,Chennai,Technology,Phones,1530.62,8,0.2,-118.32
IN-2023-1411,2023-04-18,2023-06-24,Consumer,India,Delhi,Office Supplies,Pens,1364.29,4,0.3,-223.62
IN-2023-1412,2023-05-06,2023-10-08,Home Office,India,Pune,Technology,Copiers,994.85,7,0.1,149.95
IN-2023-1413,2023-10-25,2023-07-10,Home Office,India,Delhi,Office Supplies,Storage,583.6,7,0.0,31.16
IN-2023-1414,2023-08-17,2023-10-15,Corporate,India,Hyderabad,Furniture,Furnishings,421.92,9,0.05,98.63
IN-2023-1415,2023-05-18,2023-09-12,Home Office,India,Kolkata,Technology,Machines,1146.98,9,0.2,-329.57
IN-2023-1416,2023-08-13,2023-01-17,Home Office,India,Hyderabad,Office Supplies,Pens,1726.6,2,0.2,56.83
IN-2023-1417,2023-08-25,2023-11-06,Home Office,India,Chennai,Furniture,Tables,1179.66,6,0.2,561.74
IN-2023-1418,2023-06-06,2023-08-23,Consumer,India,Pune,Technology,Accessories,1715.81,3,0.3,43.32
IN-2023-1419,2023-11-05,2023-04-25,Corporate,India,Pune,Office Supplies,Binders,542.96,3,0.1,-16.3
IN-2023-1420,2023-10-18,2023-01-20,Home Office,India,Pune,Technology,Phones,1064.14,4,0.2,-318.69
IN-2023-1421,2023-11-13,2023-07-14,Corporate,India,Delhi,Furniture,Chairs,943.73,1,0.05,-104.12
IN-2023-1422,2023-07-02,2023-06-18,Home Office,India,Mumbai,Technology,Accessories,1200.4,5,0.0,381.74
IN-2023-1423,2023-02-13,2023-11-21,Corporate,India,Kolkata,Technology,Phones,1873.59,2,0.3,499.31
IN-2023-1424,2023-12-21,2023-07-20,Home Office,India,Hyderabad,Office Supplies,Binders,1045.63,4,0.0,78.07
IN-2023-1425,2023-02-16,2023-09-15,Consumer,India,Delhi,Office Supplies,Binders,1860.35,1,0.2,-520.94
IN-2023-1426,2023-01-11,2023-08-10,Corporate,India,Hyderabad,Furniture,Chairs,1236.22,8,0.1,-199.28
IN-2023-1427,2023-05-21,2023-08-23,Home Office,India,Kolkata,Office Supplies,Pens,294.7,1,0.0,-32.55
IN-2023-1428,2023-03-11,2023-08-17,Corporate,India,Pune,Office Supplies,Paper,87.35,3,0.0,-6.44
IN-2023-1429,2023-06-19,2023-08-06,Corporate,India,Kolkata,Furniture,Bookcases,130.92,7,0.2,23.28
IN-2023-1430,2023-04-26,2023-04-26,Home Office,India,Chennai,Office Supplies,Paper,1775.47,4,0.05,764.06
IN-2023-1431,2023-10-18,2023-08-01,Home Office,India,Delhi,Furniture,Chairs,1980.71,3,0.1,751.93
IN-2023-1432,2023-07-14,2023-09-02,Corporate,India,Delhi,Technology,Copiers,437.06,9,0.2,-35.68
IN-2023-1433,2023-08-05,2023-03-26,Corporate,India,Pune,Technology,Accessories,1340.73,4,0.05,-212.17
IN-2023-1434,2023-02-23,2023-02-20,Consumer,India,Kolkata,Technology,Copiers,951.66,9,0.3,-95.58
IN-2023-1435,2023-03-26,2023-05-25,Home Office,India,Kolkata,Technology,Copiers,258.76,6,0.0,73.43
IN-2023-1436,2023-10-26,2023-04-15,Corporate,India,Chennai,Furniture,Furnishings,1483.11,1,0.2,-103.29
IN-2023-1437,2023-12-15,2023-07-04,Consumer,India,Hyderabad,Office Supplies,Binders,810.73,6,0.0,-213.87
IN-2023-1438,2023-10-25,2023-04-17,Consumer,India,Delhi,Technology,Accessories,1752.39,8,0.1,50.27
IN-2023-1439,2023-06-05,2023-09-27,Consumer,India,Chennai,Technology,Machines,242.54,5,0.3,-49.73
IN-2023-1440,2023-08-22,2023-12-26,Home Office,India,Pune,Office Supplies,Binders,1733.76,7,0.05,574.9
IN-2023-1441,2023-04-25,2023-12-01,Home Office,India,Kolkata,Office Supplies,Binders,1575.0,8,0.05,-409.06
IN-2023-1442,2023-05-15,2023-01-22,Consumer,India,Kolkata,Technology,Accessories,1170.15,9,0.05,-14.78
IN-2023-1443,2023-06-17,2023-06-03,Consumer,India,Pune,Office Supplies,Pens,1621.14,1,0.05,-283.98
IN-2023-1444,2023-12-06,2023-05-22,Home Office,India,Chennai,Office Supplies,Paper,1174.12,1,0.3,-160.39
IN-2023-1445,2023-06-27,2023-02-18,Home Office,India,Hyderabad,Office Supplies,Binders,1223.28,5,0.05,32.05
IN-2023-1446,2023-12-03,2023-01-03,Corporate,India,Pune,Furniture,Chairs,183.48,7,0.1,58.5
IN-2023-1447,2023-07-11,2023-02-01,Home Office,India,Bengaluru,Technology,Copiers,1675.61,8,0.3,84.69
IN-2023-1448,2023-12-16,2023-04-13,Consumer,India,Pune,Technology,Copiers,1367.85,5,0.2,198.42
IN-2023-1449,2023-07-13,2023-02-08,Consumer,India,Bengaluru,Office Supplies,Storage,1136.23,6,0.1,-102.4
IN-2023-1450,2023-06-18,2023-02-05,Home Office,India,Kolkata,Technology,Copiers,1289.06,9,0.1,-292.49
IN-2023-1451,2023-08-26,2023-12-04,Home Office,India,Delhi,Furniture,Chairs,915.61,7,0.3,-268.78
IN-2023-1452,2023-05-10,2023-04-06,Corporate,India,Bengaluru,Furniture,Bookcases,1696.21,8,0.05,188.75
IN-2023-1453,2023-01-09,2023-03-05,Home Office,India,Bengaluru,Technology,Machines,62.44,1,0.2,-2.53
IN-2023-1454,2023-10-03,2023-09-12,Corporate,India,Mumbai,Office Supplies,Storage,1896.17,4,0.1,120.45
IN-2023-1455,2023-03-15,2023-05-15,Consumer,India,Bengaluru,Technology,Accessories,284.76,9,0.0,-44.15
IN-2023-1456,2023-10-25,2023-10-23,Consumer,India,Delhi,Technology,Accessories,304.48,8,0.0,102.84
IN-2023-1457,2023-11-21,2023-05-22,Consumer,India,Pune,Technology,Phones,361.27,2,0.05,-40.81
IN-2023-1458,2023-02-22,2023-11-11,Home Office,India,Hyderabad,Furniture,Bookcases,501.38,2,0.2,-136.0
